,_id,call_id_hash,service,priority,priority_desc,call_quarter,call_year,description_short,city_code,city_name,geoid,census_block_group_center__x,census_block_group_center__y
526535,526536,7CE69DFF85E816CCBFFC108D08A9F4,EMS,E3,EMS Standard Basic Life Support response,Q3,2018.0,ASSAULT,PGH,PITTSBURGH,420032704001.0,-80.028514634242,40.4654074917589
526626,526627,9E2E5051000DB493699E6B832B48F3,EMS,E3,EMS Standard Basic Life Support response,Q3,2018.0,ASSAULT,PGH,PITTSBURGH,420035632001.0,-79.9981209841959,40.4495619024506
526629,526630,9E2FB9B19E01C11D483D5190D4B217,EMS,E3,EMS Standard Basic Life Support response,Q4,2016.0,ASSAULT,SCT,SCOTT,420034706001.0,-80.0854681044234,40.3940152373342
526650,526651,7CEE09B2D62CCF947B589B8E8389BE,EMS,E3,EMS Standard Basic Life Support response,Q3,2018.0,ASSAULT,PGH,PITTSBURGH,420031702003.0,-79.9852109036637,40.4272794519788
526670,526671,7CF4EE009D383A740785D72F787363,EMS,E3,EMS Standard Basic Life Support response,Q1,2019.0,ASSAULT,SHA,SHALER,420034264001.0,-79.9592577980161,40.5283053912451
526739,526740,8DBE05625BB5ACF9FB6FC4DF5E5E6F,EMS,E3,EMS Standard Basic Life Support response,Q1,2020.0,ASSAULT,CRA,CRAFTON,420034658001.0,-80.0624373414483,40.4323837173794
526829,526830,85BA1B986BAFFE14F52D41E8F597A4,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,MCK,MCKEESPORT,420035524001.0,-79.8359182661731,40.3368166378884
526847,526848,85C021438C9228A8EAE3D1CFE456BF,EMS,E3,EMS Standard Basic Life Support response,Q1,2016.0,ASSAULT,PGH,PITTSBURGH,420032509001.0,-80.0047767963606,40.4608250354721
526905,526906,4079E08E3BBA79BA92FEB5FA912A1C,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,WDR,WEST DEER,420034070021.0,-79.8336658992936,40.6072824482199
527016,527017,91289443D78E1C633F7E292B2C2FC9,EMS,E2,EMS Standard Advanced Life Support response,Q1,2015.0,ASSAULT,MCK,MCKEESPORT,420035512001.0,-79.8397683818266,40.3511301379603
527017,527018,7CFCC52F0599498F45B97630EA6411,EMS,E3,EMS Standard Basic Life Support response,Q4,2016.0,ASSAULT,RKS,MCKEES ROCKS,420034639002.0,-80.07035480676,40.4640371140054
527029,527030,7D01CB304871F33B7E959ABD0DCBEE,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420031702003.0,-79.9852109036637,40.4272794519788
527082,527083,8DC77F60504EB1417710DF7A1D7344,EMS,E3,EMS Standard Basic Life Support response,Q1,2018.0,ASSAULT,EDR,EAST DEER,420034040001.0,-79.7800529025711,40.5881284175371
527106,527107,9131B0095AF27D7C0DE5A387F774B5,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,PGH,PITTSBURGH,420030705003.0,-79.9293813350669,40.4574296231397
527204,527205,8DD7A75A5213D2C1F290DEBA5DC2AD,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,PEN,PENN HILLS,420035231002.0,-79.8681689305379,40.4694968349141
527344,527345,8E011163110D01202BF737A13B315C,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,SWS,SWISSVALE,420035151003.0,-79.8820635954782,40.4212741968596
527525,527526,8E0E79640F44FFBAB72EED7C8B2E1B,EMS,E3,EMS Standard Basic Life Support response,Q2,2019.0,ASSAULT,SHA,SHALER,420034271002.0,-79.9808376738924,40.5285319690084
527538,527539,843D724AD1C367E6DE70CDC3942B90,EMS,E2,EMS Standard Advanced Life Support response,Q3,2019.0,ASSAULT,PGH,PITTSBURGH,420032023001.0,-80.0358270642303,40.418478060428
527580,527581,8E17029C38F6BBF1FFD9E531AD61FF,EMS,E3,EMS Standard Basic Life Support response,Q1,2018.0,ASSAULT,PGH,PITTSBURGH,420032904002.0,-79.9814742055697,40.3877483111003
527672,527673,9158847FBEC961BF27B26549C71603,EMS,E2,EMS Standard Advanced Life Support response,Q4,2018.0,ASSAULT,MCK,MCKEESPORT,420035521001.0,-79.8625231772525,40.3463790357427
527814,527815,7D61C6AC09778948E5399D1283BD1D,EMS,E3,EMS Standard Basic Life Support response,Q4,2016.0,ASSAULT,PGH,PITTSBURGH,420030901002.0,-79.9639700319174,40.4744944806125
527839,527840,845B757F6A0730BE3EDB2AE6F43024,EMS,E3,EMS Standard Basic Life Support response,Q1,2015.0,ASSAULT,PEN,PENN HILLS,420035238004.0,-79.8453500622893,40.4896656986118
527909,527910,7D674C1E35BDDF0B2576EB9433773A,EMS,E3,EMS Standard Basic Life Support response,Q1,2019.0,ASSAULT,PGH,PITTSBURGH,420031301001.0,-79.8838429825241,40.4578426089047
527989,527990,8E2B810E80D23EFE16B06E75CDA1B4,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,DUQ,DUQUESNE,420034868001.0,-79.8421821158047,40.3678751203348
528071,528072,9E4D68C6EC595E58840F19CC0EC894,EMS,E2,EMS Standard Advanced Life Support response,Q1,2017.0,ASSAULT,PGH,PITTSBURGH,420031915002.0,-80.0088797537163,40.4231332897711
528120,528121,8E0D52FD504303BF71B893DBB1893C,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,PGH,PITTSBURGH,420031918001.0,-80.0203941320592,40.3922983106136
528132,528133,8E15D537A14D4F1B6F1519E90C2E8C,EMS,E2,EMS Standard Advanced Life Support response,Q2,2018.0,ASSAULT,NVT,NORTH VERSAILLES,420035644003.0,-79.8110432293862,40.3684233687098
528135,528136,8E177F127AD367927AA00251B61757,EMS,E3,EMS Standard Basic Life Support response,Q2,2015.0,ASSAULT,MCK,MCKEESPORT,420035509001.0,-79.8482241223131,40.3490656974654
528288,528289,7DB035B60B648FAE58168E15190DB1,EMS,E3,EMS Standard Basic Life Support response,Q1,2020.0,ASSAULT,PGH,PITTSBURGH,420031115001.0,-79.9246335744113,40.4652747267277
528327,528328,7DB9F386F415BE3B45552EB1E054E2,EMS,E3,EMS Standard Basic Life Support response,Q1,2018.0,ASSAULT,PGH,PITTSBURGH,420032615002.0,-80.019314049923,40.4698707007682
528342,528343,917FE1320D9A2833E450A156A45C31,EMS,E3,EMS Standard Basic Life Support response,Q3,2015.0,ASSAULT,PGH,PITTSBURGH,420033001004.0,-79.9929440504832,40.4128653477281
528464,528465,84726E7F3E0EBEEE30939557795B2E,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,PGH,PITTSBURGH,420031608004.0,-79.9756079433207,40.4209407805222
528482,528483,9E5F2129FE31BB8A68F5CEE71D4941,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q1,2018.0,ASSAULT,PGH,PITTSBURGH,420032620003.0,-79.9965038011094,40.4698781496461
528483,528484,9E5F6AADF9068523297B48C8CD9843,EMS,E2,EMS Standard Advanced Life Support response,Q2,2016.0,ASSAULT,PGH,PITTSBURGH,420031608002.0,-79.9656479237244,40.4216234756
528624,528625,8655AE4175F1726C72A73950CA8A6C,EMS,E3,EMS Standard Basic Life Support response,Q3,2018.0,ASSAULT,PGH,PITTSBURGH,420033102004.0,-79.919191107139,40.3745364104185
528683,528684,9EA257F2180212176CFD4D9DF9A3FA,EMS,E3,EMS Standard Basic Life Support response,Q2,2015.0,ASSAULT,CSH,CASTLE SHANNON,420034761004.0,-80.030930745765,40.366089439633
528742,528743,867733DEFE1F928BE62AAAA6634B4A,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,CRA,CRAFTON,420034656002.0,-80.0635374585648,40.4378865870987
528960,528961,9EC274F9AD9FCDAD86BE8DEDE46C96,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q3,2017.0,ASSAULT,PGH,PITTSBURGH,420032901001.0,-79.9944800794115,40.401749585794
529003,529004,7DC4E4C4993EAD83D25D013531A560,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,PGH,PITTSBURGH,420030705001.0,-79.9275222864209,40.4551624557267
529021,529022,91BA55D5F66F0E30F78F4CCE046A6A,EMS,E2,EMS Standard Advanced Life Support response,Q1,2020.0,ASSAULT,BWB,BALDWIN BORO,420034801014.0,-79.9777788363997,40.33940482629
529029,529030,8E435E72B0E0B7C2851352D704C4DC,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,MCK,MCKEESPORT,420035521001.0,-79.8625231772525,40.3463790357427
529147,529148,8E51BA869DD3F904134A781DDDB888,EMS,E3,EMS Standard Basic Life Support response,Q1,2018.0,ASSAULT,PGH,PITTSBURGH,420031807002.0,-80.0011317958185,40.4247165795558
529159,529160,91CB51C0CFB1952F8E797BC2098F81,EMS,E2,EMS Standard Advanced Life Support response,Q2,2015.0,ASSAULT,PIN,PINE,420034090002.0,-80.0092547159422,40.6281033123182
529160,529161,91CB82FCC281236BFAC59765699414,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q3,2018.0,ASSAULT,PGH,PITTSBURGH,420032704001.0,-80.028514634242,40.4654074917589
529462,529463,7DEF257307F4BA8A395F807D02EF21,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,STO,STOWE,420034621003.0,-80.0745974977813,40.481019102708
529516,529517,7DFAEA8444B368753E77814DA68200,EMS,E3,EMS Standard Basic Life Support response,Q1,2016.0,ASSAULT,PGH,PITTSBURGH,420031702002.0,-79.9805533254415,40.4315391729821
529670,529671,84BD1B814F56D9AAA8C42123288597,EMS,E3,EMS Standard Basic Life Support response,Q2,2019.0,ASSAULT,MTL,MOUNT LEBANON,420034731003.0,-80.0497689820258,40.3872807694857
529696,529697,8E48BFC193B6CA00891F5E646E41F6,EMS,E3,EMS Standard Basic Life Support response,Q1,2018.0,ASSAULT,PGH,PITTSBURGH,420032703001.0,-80.035181246718,40.4783600008758
530062,530063,84E1A65102C677E4C99D31FF61EE2B,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,EPG,EAST PITTSBURGH,420035100002.0,-79.8413941640757,40.3972392007815
530099,530100,9237E73C738F91086E65EEB217DBA8,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,MIL,MILLVALE,420034270001.0,-79.9729695436874,40.4895401486072
530140,530141,7E34DAB9B2A12AC7EA703DD2BE72DC,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,JEF,JEFFERSON HILLS,420035645002.0,-79.9120827461086,40.2684796363737
530209,530210,8E65DD20CD73A949135E2C1A76B94F,EMS,E3,EMS Standard Basic Life Support response,Q4,2018.0,ASSAULT,MTO,MOUNT OLIVER,420034810002.0,-79.9841307714897,40.4120581018147
530296,530297,84E6DDDEE500C990DBE868A3DC0BD6,EMS,E3,EMS Standard Basic Life Support response,Q1,2019.0,ASSAULT,PEN,PENN HILLS,420035232004.0,-79.860467552529,40.4602184117964
530359,530360,86E3BEE4ED300E90C760017BC3038E,EMS,E3,EMS Standard Basic Life Support response,Q1,2018.0,ASSAULT,SHP,SHARPSBURG,420034240003.0,-79.9334702858186,40.4946715082425
530676,530677,925F08383D62402C0E80DF3A583063,EMS,E3,EMS Standard Basic Life Support response,Q1,2019.0,ASSAULT,WES,WEST MIFFLIN,420034886003.0,-79.9231695582572,40.3338682435869
530757,530758,7E7C690CE29CCB0BEB9034A89E31E5,EMS,E2,EMS Standard Advanced Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420032406001.0,-79.9810803828379,40.4627894256834
530784,530785,851FE3F8AB8930627FCE12EE3D95F0,EMS,E2,EMS Standard Advanced Life Support response,Q2,2016.0,ASSAULT,WBG,WILKINSBURG,420035612002.0,-79.8834551282252,40.4448665433328
530792,530793,85235BEDD953E13A6BF779AFCA104F,EMS,E3,EMS Standard Basic Life Support response,Q4,2017.0,ASSAULT,PGH,PITTSBURGH,420030203001.0,-79.9814358312587,40.4542814709246
530807,530808,8EE1C7D62EA3DDD1AACD8B76A8B033,EMS,E3,EMS Standard Basic Life Support response,Q1,2019.0,ASSAULT,HAR,HARMAR,420034190002.0,-79.8127268398948,40.5474351814567
530835,530836,852F7B547B4D186D5D0A4C9C17FEE3,EMS,E3,EMS Standard Basic Life Support response,Q4,2017.0,ASSAULT,ROB,ROBINSON,420034592012.0,-80.1581149907779,40.4465784149294
530841,530842,86FFE038E29954954F670C6F745790,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q3,2019.0,ASSAULT,PGH,PITTSBURGH,420032904004.0,-79.9764211033501,40.3909891226662
530857,530858,852FEFBB1446392F762E9E3D0FFE5F,EMS,E3,EMS Standard Basic Life Support response,Q2,2019.0,ASSAULT,WDR,WEST DEER,420034070022.0,-79.8591366277784,40.6135701446544
530884,530885,9EF231FA0366FC3446A3BDCFE3CFF7,EMS,E3,EMS Standard Basic Life Support response,Q4,2019.0,ASSAULT,PGH,PITTSBURGH,420033001005.0,-79.9931776457397,40.4109436005304
530930,530931,92621550EF9DCDC0FA63D5E0FF2334,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q4,2019.0,ASSAULT,PGH,PITTSBURGH,420030201003.0,-79.9991080518783,40.441376707381
530949,530950,870B2441F03E7DE1E16B620AF77317,EMS,E2,EMS Standard Advanced Life Support response,Q3,2017.0,ASSAULT,DOR,DORMONT,420034721002.0,-80.0383848170234,40.4004361040765
531062,531063,871E72B5CC3F4493E335C7B6522A56,EMS,E2,EMS Standard Advanced Life Support response,Q4,2017.0,ASSAULT,SPB,SPRINGDALE BORO,420034172001.0,-79.780293434473,40.5387900920533
531122,531123,927D6DCCBDF0B2ADCB3A96E170B09D,EMS,E3,EMS Standard Basic Life Support response,Q4,2017.0,ASSAULT,ROS,ROSS,420034296001.0,-80.0490387997332,40.5119504126823
531169,531170,9F0C1562BC8190F40774861FF8CE05,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,BEL,BELLEVUE,420034314001.0,-80.055236486467,40.5029637967996
531200,531201,872435FC90FA462128D1688F5B506C,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420035632002.0,-79.9979403555741,40.4535195307656
531294,531295,9292BD670A5908C8ED37FBFA9CDA36,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420035624002.0,-80.0039680447416,40.4142643857439
531331,531332,92A1F38472712C1A034CE6A32529E6,EMS,E3,EMS Standard Basic Life Support response,Q1,2019.0,ASSAULT,PGH,PITTSBURGH,420032904001.0,-79.9898623530459,40.3897527500212
531405,531406,872BD71B39B9B36C99849E7EB4174E,EMS,E2,EMS Standard Advanced Life Support response,Q1,2016.0,ASSAULT,DUQ,DUQUESNE,420034869001.0,-79.8526507453092,40.364120735954
531463,531464,92B6C4A35DA74781995E4110CC68D4,EMS,E2,EMS Standard Advanced Life Support response,Q3,2017.0,ASSAULT,PGH,PITTSBURGH,420032107001.0,-80.0236523187025,40.4531605728633
531492,531493,9F1E79380BE7E3F7DBEF202227BD19,EMS,E2,EMS Standard Advanced Life Support response,Q2,2016.0,ASSAULT,OAK,OAKMONT,420035252001.0,-79.8444178971308,40.5193210800433
531535,531536,7E850DC6A227C37D0098AE2029224F,EMS,E3,EMS Standard Basic Life Support response,Q1,2016.0,ASSAULT,BRE,BRENTWOOD,420034782002.0,-79.9693542581639,40.3738447198551
531547,531548,7E8BBA7709B45E6DD62097E891AD3B,EMS,E3,EMS Standard Basic Life Support response,Q2,2015.0,ASSAULT,DUQ,DUQUESNE,420034867001.0,-79.8540572912423,40.3807462121288
531661,531662,8EC4F14206811471BE4C5CA7CAB715,EMS,E3,EMS Standard Basic Life Support response,Q4,2018.0,ASSAULT,RKS,MCKEES ROCKS,420034644004.0,-80.0536411267944,40.4719073022947
531685,531686,7E91ADAB619E7E1DE112823C2804B9,EMS,E3,EMS Standard Basic Life Support response,Q1,2019.0,ASSAULT,NBR,NORTH BRADDOCK,420035128001.0,-79.8554733758734,40.3992169472337
531847,531848,930D9F5DF7DB6FA8E0655559588172,EMS,E3,EMS Standard Basic Life Support response,Q2,2019.0,ASSAULT,PGH,PITTSBURGH,420030901001.0,-79.9598485839436,40.4761803804053
531899,531900,874FA751B6F9FAE64755D6831C9A7C,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q1,2018.0,ASSAULT,DOR,DORMONT,420034721002.0,-80.0383848170234,40.4004361040765
532087,532088,875680A0BF9173F61C84E2568E177C,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,SCT,SCOTT,420034705012.0,-80.0613318374673,40.3953334308406
532194,532195,9F44754EC982FF5EDE816B3FB46EE9,EMS,E3,EMS Standard Basic Life Support response,Q1,2015.0,ASSAULT,WBG,WILKINSBURG,420035610002.0,-79.8747798311367,40.4352669292892
532355,532356,9F5D680834CA8CFB1CA7A4D16A3D3E,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,WOA,WHITE OAK,420035642003.0,-79.7906695270145,40.3444430634192
532409,532410,8F3DEE5C241C8AE5E2A08A15AB6CC0,EMS,E2,EMS Standard Advanced Life Support response,Q2,2018.0,ASSAULT,TCV,TURTLE CREEK,420035094005.0,-79.8296479356037,40.4063989896626
532493,532494,857CB3DAA225F073DC659DF40F7243,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,ELT,ELIZABETH TOWNSHIP,420034961011.0,-79.836558518456,40.2776305042909
532568,532569,933D4E839D4A1C13D966F73A869C57,EMS,E3,EMS Standard Basic Life Support response,Q1,2020.0,ASSAULT,PEN,PENN HILLS,420035235011.0,-79.8038221827844,40.4725233128885
532778,532779,934598AE51F9B1038B2E181A18A9B7,EMS,E3,EMS Standard Basic Life Support response,Q3,2016.0,ASSAULT,STO,STOWE,420034621003.0,-80.0745974977813,40.481019102708
533022,533023,7F12E73B26E5A9FF5C6C2BB3244C4A,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,AVA,AVALON,420034323002.0,-80.0646253991917,40.5013652594281
533031,533032,7F1BAFCD7DFB9DEB4E2F6ED3CDA44E,EMS,E3,EMS Standard Basic Life Support response,Q3,2016.0,ASSAULT,MCK,MCKEESPORT,420035524003.0,-79.8473961555004,40.3326321913428
533142,533143,8F5C4AC4468B1C577F95A20CCBB387,EMS,E3,EMS Standard Basic Life Support response,Q3,2015.0,ASSAULT,SHP,SHARPSBURG,420034240004.0,-79.930746716479,40.496639493175
533212,533213,7F2D7F8961DF2A700981AE3354EAB6,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,WTK,WHITAKER,420034850001.0,-79.886357269489,40.4007062673694
533232,533233,8F657BACA9A066288EFF92FD95FF74,EMS,E3,EMS Standard Basic Life Support response,Q1,2016.0,ASSAULT,MCK,MCKEESPORT,420035512001.0,-79.8397683818266,40.3511301379603
533254,533255,85F16386FCF03CC8DC20923032276D,EMS,E3,EMS Standard Basic Life Support response,Q2,2015.0,ASSAULT,SHA,SHALER,420034271003.0,-79.9722969869226,40.5144625460653
533311,533312,7F3799765142E8CCB210277C1FA96D,EMS,E3,EMS Standard Basic Life Support response,Q3,2018.0,ASSAULT,RKS,MCKEES ROCKS,420034639003.0,-80.0676870851753,40.4674721006849
533495,533496,8F717ACA7C287FC03110247E6CC057,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420039801001.0,-79.9145099023707,40.481229287653
533827,533828,7F72806CE8283404EC26080C58E3B9,EMS,E2,EMS Standard Advanced Life Support response,Q4,2016.0,ASSAULT,WBG,WILKINSBURG,420035612002.0,-79.8834551282252,40.4448665433328
533863,533864,7F7A23F998926BD8927836F1CE7560,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,PGH,PITTSBURGH,420035624004.0,-80.005034104991,40.4187791554502
533931,533932,93A97DA7657D98E4A2719E888396DE,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q2,2019.0,ASSAULT,PGH,PITTSBURGH,420031702002.0,-79.9805533254415,40.4315391729821
534045,534046,93CBF8308FF393C86633B596DB1F9E,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,WES,WEST MIFFLIN,420034886002.0,-79.9090460620448,40.3441717649245
534055,534056,93D399B4915FDF42228FB7BA881F10,EMS,E2,EMS Standard Advanced Life Support response,Q4,2016.0,ASSAULT,PGH,PITTSBURGH,420031918003.0,-80.017146755447,40.3895380666216
534122,534123,8659544460F765CF6B6B38DB82EA9F,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,MUN,MUNHALL,420034845004.0,-79.9121091653683,40.3846998711056
534197,534198,866D5AAD7C53799434DC397B387C1B,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,PGH,PITTSBURGH,420031303001.0,-79.89430995367,40.4552959376802
534234,534235,9F91B76D6E35253EA64D9F7FF22F1C,EMS,E3,EMS Standard Basic Life Support response,Q3,2018.0,ASSAULT,TAR,TARENTUM,420034035002.0,-79.7548188241892,40.6071790663585
534244,534245,8F89D1729B0CC95C5623D9862766B4,EMS,E2,EMS Standard Advanced Life Support response,Q1,2016.0,ASSAULT,BRH,BRADDOCK HILLS,420035170002.0,-79.8592162817826,40.4152986025554
534448,534449,7F9E0A5FCFF37F99A02E5C192DF4A7,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,PGH,PITTSBURGH,420031304002.0,-79.8891664954052,40.4508339085488
534459,534460,8689CDDD73201F2FCA705111B71F40,EMS,E3,EMS Standard Basic Life Support response,Q1,2015.0,ASSAULT,MCK,MCKEESPORT,420035523003.0,-79.8481780586854,40.34207232751
534473,534474,8F8E923E677614F44141CA447F99DA,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,PGH,PITTSBURGH,420031304001.0,-79.8888803582365,40.4543436751335
534598,534599,93FF839E8B0FF0B0F2102602AFA361,EMS,E3,EMS Standard Basic Life Support response,Q4,2017.0,ASSAULT,PGH,PITTSBURGH,420035629002.0,-79.9471074761937,40.3922905161124
534743,534744,86C141902600C2EE5329BDC5279083,EMS,E2,EMS Standard Advanced Life Support response,Q4,2017.0,ASSAULT,PGH,PITTSBURGH,420035625003.0,-80.0490125749933,40.4534472923167
534745,534746,86C1C8933797CA06DDC2945FEA0746,EMS,E2,EMS Standard Advanced Life Support response,Q3,2015.0,ASSAULT,TCV,TURTLE CREEK,420035094005.0,-79.8296479356037,40.4063989896626
534860,534861,86F8E09F3B214EBCE981F5388F4B92,EMS,E2,EMS Standard Advanced Life Support response,Q3,2019.0,ASSAULT,STO,STOWE,420034626004.0,-80.0747528233027,40.4712840861788
534904,534905,40A083FB5580E565E8EABD2FDE1F0E,EMS,E3,EMS Standard Basic Life Support response,Q2,2019.0,ASSAULT,MUN,MUNHALL,420034846001.0,-79.9040493738516,40.398245215302
534950,534951,87D0DC37D16B607D62DE1A6288BADE,EMS,E3,EMS Standard Basic Life Support response,Q4,2016.0,ASSAULT,KEN,KENNEDY,420034600022.0,-80.1002211919113,40.4719219773013
534982,534983,8F980AA3D7AF8ACE044B1C43665F11,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,PGH,PITTSBURGH,420035624002.0,-80.0039680447416,40.4142643857439
535106,535107,40A9E67B2B433C7E9E27F29E65636D,EMS,E2,EMS Standard Advanced Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420030201003.0,-79.9991080518783,40.441376707381
535126,535127,8FAE23B5959F18AAB92AAA9B50703A,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420032901002.0,-79.9925089091687,40.3969243447976
535162,535163,7FB9D0AA9395A5FA9056CC599BD9BF,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,DOR,DORMONT,420034721001.0,-80.0342369105224,40.3982850857086
535174,535175,872BE172FAD54B650659CA37FF2743,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,PGH,PITTSBURGH,420031702001.0,-79.9916743844978,40.4299757205122
535320,535321,9439D32731B52CA2E6833D52E34DAE,EMS,E3,EMS Standard Basic Life Support response,Q2,2015.0,ASSAULT,MCK,MCKEESPORT,420035523002.0,-79.8546702585273,40.3402622448091
535470,535471,87438CDA7E6BA7BB7595CCBCD13F8B,EMS,E3,EMS Standard Basic Life Support response,Q1,2016.0,ASSAULT,ROS,ROSS,420034291002.0,-80.0162322432731,40.5088281693508
535480,535481,874726C56CCF9157042D2D00B5A5AC,EMS,E3,EMS Standard Basic Life Support response,Q3,2016.0,ASSAULT,BEL,BELLEVUE,420034315004.0,-80.059240857482,40.4895881392563
535513,535514,7FD6329D07F828CF96857C08CEBAE8,EMS,E3,EMS Standard Basic Life Support response,Q3,2018.0,ASSAULT,HOM,HOMESTEAD,420034838002.0,-79.9106568532789,40.4095567426057
535560,535561,7FDFE1FD8AE7A557617DF071DAF1C3,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,MCK,MCKEESPORT,420035521002.0,-79.8650780279697,40.3437082905351
535624,535625,8801BDCEA32B378D0F28D88AD16807,EMS,E2,EMS Standard Advanced Life Support response,Q2,2017.0,ASSAULT,MTO,MOUNT OLIVER,420034810001.0,-79.9851573160228,40.4158929295786
535636,535637,880728A0C07D5DB1BE22AFB84AF72B,EMS,E3,EMS Standard Basic Life Support response,Q3,2016.0,ASSAULT,PEN,PENN HILLS,420035235013.0,-79.8147007195108,40.4658194712868
535708,535709,8FD6C6F234EC9719CFA30509F8BAB9,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,DUQ,DUQUESNE,420034868002.0,-79.8550287677267,40.3686294990506
535916,535917,8FE481EF8B8AFA1D8075A33D263735,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q4,2018.0,ASSAULT,SHP,SHARPSBURG,420034240003.0,-79.9334702858186,40.4946715082425
536157,536158,411394967E2BA110406BB1F03C3B41,EMS,E3,EMS Standard Basic Life Support response,Q1,2020.0,ASSAULT,SHP,SHARPSBURG,420034240001.0,-79.9167275363512,40.4951875138119
536254,536255,949C59110DB634B7DC6181FB50D38B,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,PGH,PITTSBURGH,420030809001.0,-79.9463575070189,40.4623860456779
536284,536285,411E5B60533240DDE5ECF49B4A9B7B,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,PGH,PITTSBURGH,420031115001.0,-79.9246335744113,40.4652747267277
536455,536456,90168E61D8C892D50D49D123DF7836,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,WES,WEST MIFFLIN,420034882001.0,-79.8712460886238,40.3933058627921
536491,536492,413A937E3EAA8258D4D7837C7A9787,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,STO,STOWE,420034621001.0,-80.0638931377468,40.4833864476306
536507,536508,414303142D0E2006BC0D66654C3A18,EMS,E3,EMS Standard Basic Life Support response,Q4,2018.0,ASSAULT,CLA,CLAIRTON,420034929001.0,-79.892840805337,40.2878766640669
536552,536553,414DE6E5CFE587699FCB2F7D857B85,EMS,E2,EMS Standard Advanced Life Support response,Q4,2017.0,ASSAULT,MCC,MCCANDLESS,420034135002.0,-80.0203290286333,40.5792832017144
536665,536666,41570A88415AB15654FAFB0F8FA3A3,EMS,E3,EMS Standard Basic Life Support response,Q4,2019.0,ASSAULT,AVA,AVALON,420034324003.0,-80.069413187122,40.4970055132468
